age,job,marital,education,housing,loan,deposit
34,services,married,secondary,no,no,yes
35,management,divorced,tertiary,no,no,yes
36,management,divorced,tertiary,no,no,yes
45,management,divorced,tertiary,no,no,yes
47,technician,married,secondary,no,no,yes
42,technician,married,tertiary,yes,no,yes
40,management,single,tertiary,no,no,yes
40,technician,divorced,secondary,no,no,yes
32,technician,married,secondary,no,no,yes
33,technician,single,secondary,no,yes,yes
32,self-employed,married,tertiary,no,no,yes
46,blue-collar,married,primary,no,no,yes
50,admin.,married,secondary,yes,no,yes
51,blue-collar,married,primary,no,no,yes
30,management,single,tertiary,no,no,yes
39,technician,single,secondary,no,no,yes
47,admin.,married,secondary,no,no,yes
40,technician,divorced,secondary,no,no,yes
50,blue-collar,married,primary,yes,no,yes
60,management,married,tertiary,no,no,yes
32,management,single,tertiary,no,no,yes
57,technician,married,tertiary,no,no,yes
41,self-employed,married,tertiary,no,no,yes
50,technician,married,secondary,no,no,yes
46,technician,divorced,secondary,yes,no,yes
31,management,married,tertiary,no,no,yes
36,technician,single,secondary,no,no,yes
45,technician,divorced,secondary,no,no,yes
33,technician,divorced,secondary,no,no,yes
47,services,married,secondary,no,yes,yes
35,management,married,tertiary,no,no,yes
38,management,married,tertiary,no,no,yes
33,management,married,tertiary,no,no,yes
44,technician,single,secondary,no,no,yes
31,management,single,tertiary,no,yes,yes
31,management,single,tertiary,no,no,yes
49,services,married,secondary,no,no,yes
52,services,married,primary,no,no,yes
31,technician,married,tertiary,no,no,yes
35,management,married,tertiary,yes,yes,yes
31,management,single,tertiary,no,no,yes
36,technician,divorced,secondary,no,no,yes
39,management,married,tertiary,no,no,yes
46,management,married,tertiary,no,no,yes
48,blue-collar,married,primary,no,no,yes
36,management,married,tertiary,no,no,yes
30,management,married,tertiary,yes,no,yes
33,management,single,tertiary,no,no,yes
57,housemaid,married,primary,no,no,yes
33,management,single,tertiary,no,no,yes
35,management,married,tertiary,no,no,yes
53,management,married,tertiary,no,no,yes
41,management,married,secondary,yes,no,yes
32,management,single,secondary,no,no,yes
41,management,married,tertiary,no,no,yes
35,technician,single,secondary,no,no,yes
48,blue-collar,married,primary,no,yes,yes
34,management,married,tertiary,no,yes,yes
47,blue-collar,married,secondary,no,no,yes
46,unemployed,married,secondary,no,no,yes
60,retired,married,secondary,no,no,yes
39,management,married,secondary,no,no,yes
57,blue-collar,married,primary,no,no,yes
36,unemployed,divorced,secondary,no,no,yes
30,management,married,secondary,no,no,yes
33,technician,married,secondary,no,no,yes
30,management,married,tertiary,yes,no,yes
36,technician,single,secondary,no,no,yes
49,blue-collar,married,primary,no,no,yes
49,blue-collar,married,secondary,no,no,yes
40,unemployed,divorced,secondary,no,no,yes
49,blue-collar,married,primary,no,no,yes
38,management,married,tertiary,no,no,yes
31,management,single,tertiary,no,no,yes
34,management,married,tertiary,yes,no,yes
39,management,married,tertiary,yes,no,yes
40,management,married,secondary,no,no,yes
47,technician,married,secondary,yes,no,yes
37,technician,single,secondary,no,no,yes
44,technician,single,secondary,yes,no,yes
55,management,married,tertiary,no,no,yes
40,technician,married,secondary,no,no,yes
54,retired,married,primary,no,no,yes
35,technician,married,secondary,no,yes,yes
32,technician,single,tertiary,no,no,yes
36,management,divorced,tertiary,no,no,yes
37,management,married,tertiary,no,no,yes
37,technician,single,secondary,yes,no,yes
50,self-employed,married,secondary,no,no,yes
58,retired,married,tertiary,no,no,yes
52,technician,divorced,secondary,no,no,yes
31,management,married,tertiary,no,no,yes
40,management,married,tertiary,no,no,yes
34,management,single,tertiary,yes,no,yes
53,services,married,secondary,no,no,yes
43,management,married,tertiary,no,no,yes
30,technician,single,tertiary,no,no,yes
34,technician,single,secondary,no,no,yes
48,admin.,divorced,secondary,no,no,yes
33,management,married,tertiary,no,no,yes
37,management,single,tertiary,yes,no,yes
57,technician,divorced,secondary,no,no,yes
55,retired,married,primary,no,no,yes
34,technician,married,tertiary,yes,no,yes
44,entrepreneur,married,tertiary,no,no,yes
35,management,single,tertiary,no,no,yes
34,housemaid,married,primary,no,no,yes
49,services,married,secondary,no,no,yes
30,technician,married,secondary,yes,no,yes
32,management,single,tertiary,no,no,yes
56,blue-collar,married,primary,no,no,yes
50,management,single,tertiary,no,no,yes
32,technician,single,secondary,yes,no,yes
45,technician,single,tertiary,no,no,yes
52,management,married,tertiary,no,no,yes
60,blue-collar,married,primary,no,no,yes
47,management,married,tertiary,no,no,yes
32,technician,single,secondary,no,no,yes
55,blue-collar,married,primary,no,no,yes
36,management,single,tertiary,no,no,yes
46,technician,married,secondary,no,no,yes
55,management,divorced,tertiary,no,no,yes
30,management,single,tertiary,no,no,yes
54,blue-collar,married,secondary,no,no,yes
31,management,divorced,tertiary,no,no,yes
46,technician,single,tertiary,no,no,yes
61,management,married,secondary,no,no,yes
58,retired,married,primary,no,no,yes
38,technician,single,secondary,no,no,yes
49,technician,married,secondary,no,no,yes
43,management,single,tertiary,no,no,yes
52,management,married,tertiary,no,no,yes
33,self-employed,single,tertiary,no,no,yes
33,management,married,tertiary,yes,no,yes
53,management,married,tertiary,no,no,yes
40,admin.,single,tertiary,no,no,yes
44,self-employed,married,tertiary,no,no,yes
42,technician,divorced,secondary,no,no,yes
33,management,single,tertiary,no,no,yes
53,technician,married,tertiary,no,no,yes
60,admin.,married,tertiary,no,no,yes
33,technician,single,secondary,yes,no,yes
37,technician,married,tertiary,no,no,yes
45,admin.,married,secondary,no,no,yes
34,technician,single,secondary,no,no,yes
56,technician,married,tertiary,no,no,yes
57,technician,divorced,tertiary,no,no,yes
32,management,single,tertiary,no,no,yes
50,services,married,secondary,no,no,yes
30,services,single,tertiary,no,yes,yes
56,admin.,married,secondary,no,no,yes
55,blue-collar,married,secondary,no,no,yes
34,self-employed,single,tertiary,no,no,yes
52,management,married,tertiary,no,no,yes
32,management,single,tertiary,no,no,yes
31,self-employed,married,tertiary,no,no,yes
44,technician,married,secondary,no,no,yes
33,management,married,tertiary,no,no,yes
53,blue-collar,married,secondary,no,no,yes
46,management,single,tertiary,no,no,yes
46,entrepreneur,married,tertiary,no,no,yes
59,admin.,married,secondary,yes,no,yes
51,unemployed,married,secondary,no,no,yes
57,retired,married,primary,yes,no,yes
43,technician,married,secondary,no,no,yes
48,management,single,tertiary,no,no,yes
33,housemaid,married,primary,no,no,yes
59,blue-collar,married,primary,no,no,yes
58,blue-collar,married,primary,yes,no,yes
32,management,single,tertiary,no,no,yes
44,management,married,tertiary,no,no,yes
47,blue-collar,married,unknown,no,no,yes
34,technician,married,secondary,no,no,yes
51,retired,married,tertiary,no,no,yes
60,unknown,married,unknown,no,no,yes
46,admin.,married,secondary,no,no,yes
41,technician,married,tertiary,no,no,yes
34,self-employed,single,secondary,no,no,yes
31,technician,divorced,tertiary,no,no,yes
37,management,married,tertiary,no,no,yes
59,retired,married,secondary,no,no,yes
55,services,married,unknown,no,no,yes
33,management,single,tertiary,no,no,yes
30,technician,married,tertiary,no,no,yes
36,management,married,tertiary,no,no,yes
44,management,married,tertiary,no,no,yes
36,technician,divorced,secondary,yes,no,yes
33,management,single,tertiary,no,no,yes
36,technician,married,secondary,no,no,yes
53,blue-collar,married,primary,no,no,yes
47,admin.,divorced,secondary,no,no,yes
39,management,married,tertiary,yes,yes,yes
35,technician,single,secondary,yes,no,yes
32,management,single,tertiary,no,no,yes
46,technician,divorced,secondary,no,yes,yes
30,self-employed,married,tertiary,no,no,yes
36,self-employed,single,tertiary,yes,yes,yes
47,admin.,divorced,secondary,yes,yes,yes
52,technician,married,secondary,yes,no,yes
43,management,married,tertiary,no,no,yes
44,technician,single,secondary,no,no,yes
30,blue-collar,married,secondary,yes,no,yes
32,admin.,married,secondary,yes,yes,yes
42,admin.,single,secondary,yes,yes,yes
33,services,married,secondary,yes,no,yes
45,admin.,married,secondary,yes,yes,yes
45,blue-collar,married,secondary,yes,no,yes
28,student,single,secondary,no,no,yes
32,technician,single,tertiary,no,no,yes
28,self-employed,married,secondary,no,yes,yes
44,admin.,divorced,primary,yes,no,yes
51,entrepreneur,married,tertiary,yes,no,yes
56,technician,married,secondary,yes,no,yes
40,technician,divorced,tertiary,yes,no,yes
49,admin.,married,secondary,yes,no,yes
50,management,single,tertiary,no,no,yes
58,admin.,divorced,secondary,no,no,yes
37,admin.,married,secondary,no,no,yes
27,entrepreneur,married,secondary,no,no,yes
47,management,divorced,tertiary,yes,no,yes
39,admin.,married,secondary,no,no,yes
43,management,married,secondary,yes,yes,yes
34,technician,married,secondary,yes,yes,yes
35,management,divorced,tertiary,yes,no,yes
58,management,divorced,tertiary,no,yes,yes
35,management,single,tertiary,yes,no,yes
42,technician,divorced,secondary,yes,no,yes
43,retired,married,secondary,no,no,yes
34,housemaid,married,secondary,yes,no,yes
35,blue-collar,single,secondary,no,no,yes
38,admin.,single,secondary,no,no,yes
39,blue-collar,married,secondary,yes,no,yes
58,retired,divorced,tertiary,no,no,yes
60,management,married,tertiary,no,no,yes
56,technician,married,secondary,yes,no,yes
31,management,married,tertiary,no,no,yes
37,services,married,secondary,yes,no,yes
59,retired,divorced,secondary,no,no,yes
49,management,married,secondary,no,no,yes
30,management,single,tertiary,yes,no,yes
31,technician,single,tertiary,no,no,yes
40,blue-collar,married,secondary,no,no,yes
43,admin.,married,secondary,no,no,yes
48,management,married,tertiary,no,no,yes
34,management,married,tertiary,no,no,yes
28,self-employed,single,tertiary,no,no,yes
34,admin.,married,tertiary,yes,no,yes
47,blue-collar,married,secondary,yes,no,yes
59,housemaid,married,tertiary,no,no,yes
32,blue-collar,single,tertiary,no,no,yes
31,entrepreneur,single,secondary,no,no,yes
27,student,single,secondary,no,no,yes
35,unemployed,single,secondary,yes,no,yes
32,blue-collar,married,secondary,yes,no,yes
57,blue-collar,married,unknown,no,no,yes
58,management,married,tertiary,yes,no,yes
30,technician,single,secondary,yes,no,yes
37,management,married,secondary,yes,yes,yes
44,technician,divorced,secondary,no,no,yes
57,blue-collar,married,secondary,yes,no,yes
34,blue-collar,married,secondary,yes,yes,yes
54,unemployed,single,secondary,no,no,yes
55,retired,married,secondary,yes,yes,yes
59,management,married,tertiary,no,yes,yes
53,retired,married,tertiary,no,no,yes
37,technician,married,secondary,yes,no,yes
45,entrepreneur,married,secondary,no,yes,yes
49,technician,single,secondary,yes,yes,yes
31,blue-collar,single,tertiary,no,no,yes
31,admin.,single,secondary,yes,no,yes
35,technician,married,secondary,yes,no,yes
37,entrepreneur,divorced,tertiary,no,no,yes
48,management,married,tertiary,no,no,yes
39,technician,single,secondary,yes,no,yes
34,management,single,tertiary,yes,no,yes
49,management,married,tertiary,yes,no,yes
41,management,married,tertiary,yes,no,yes
46,management,married,secondary,no,no,yes
54,management,divorced,tertiary,yes,yes,yes
38,technician,married,tertiary,no,no,yes
39,entrepreneur,married,secondary,no,no,yes
46,management,married,tertiary,no,no,yes
58,management,divorced,tertiary,yes,no,yes
32,self-employed,single,tertiary,yes,no,yes
30,admin.,married,secondary,yes,no,yes
51,entrepreneur,married,primary,no,no,yes
30,management,single,tertiary,yes,no,yes
35,management,divorced,tertiary,yes,yes,yes
30,services,single,primary,yes,yes,yes
30,self-employed,single,secondary,no,yes,yes
43,management,married,tertiary,yes,no,yes
47,management,married,unknown,yes,no,yes
51,retired,married,tertiary,no,no,yes
32,services,single,secondary,no,no,yes
53,unemployed,divorced,secondary,no,no,yes
33,technician,single,tertiary,yes,no,yes
40,blue-collar,single,secondary,no,no,yes
42,blue-collar,married,primary,yes,no,yes
46,unemployed,divorced,secondary,yes,no,yes
32,self-employed,single,tertiary,yes,no,yes
38,blue-collar,married,primary,yes,no,yes
32,technician,single,tertiary,no,no,yes
30,entrepreneur,married,secondary,no,yes,yes
35,technician,married,secondary,yes,no,yes
36,admin.,married,secondary,yes,no,yes
43,self-employed,divorced,secondary,no,no,yes
42,management,married,tertiary,no,no,yes
40,management,married,tertiary,yes,no,yes
32,blue-collar,married,secondary,yes,no,yes
32,technician,married,tertiary,yes,yes,yes
41,blue-collar,single,secondary,no,yes,yes
34,blue-collar,single,secondary,yes,yes,yes
40,services,single,secondary,yes,no,yes
32,services,single,tertiary,no,no,yes
32,technician,single,secondary,yes,no,yes
36,self-employed,single,secondary,no,no,yes
45,technician,married,secondary,yes,no,yes
47,self-employed,married,secondary,yes,yes,yes
35,management,divorced,tertiary,no,yes,yes
36,services,married,secondary,yes,no,yes
33,technician,married,tertiary,no,no,yes
30,blue-collar,married,secondary,yes,yes,yes
32,services,single,secondary,yes,no,yes
45,entrepreneur,married,tertiary,yes,no,yes
47,services,married,secondary,no,no,yes
46,technician,married,tertiary,no,no,yes
39,unemployed,single,tertiary,yes,no,yes
30,services,married,secondary,yes,no,yes
45,self-employed,married,secondary,no,no,yes
43,blue-collar,married,secondary,yes,yes,yes
53,blue-collar,married,primary,yes,no,yes
43,technician,married,tertiary,yes,no,yes
54,management,divorced,secondary,yes,no,yes
30,blue-collar,single,secondary,yes,no,yes
30,admin.,married,secondary,no,no,yes
36,management,single,tertiary,no,yes,yes
33,management,married,tertiary,no,no,yes
38,entrepreneur,married,tertiary,yes,no,yes
37,technician,divorced,secondary,yes,yes,yes
32,services,married,secondary,yes,no,yes
59,technician,divorced,secondary,no,no,yes
59,retired,married,secondary,no,no,yes
46,admin.,divorced,secondary,no,no,yes
32,blue-collar,single,primary,yes,no,yes
52,entrepreneur,single,tertiary,yes,no,yes
45,blue-collar,married,primary,yes,no,yes
52,blue-collar,married,secondary,no,yes,yes
31,blue-collar,married,tertiary,no,no,yes
31,unemployed,married,secondary,yes,no,yes
39,technician,single,secondary,no,no,yes
35,blue-collar,married,secondary,yes,no,yes
33,services,married,secondary,no,yes,yes
50,blue-collar,married,primary,yes,no,yes
36,management,married,tertiary,no,no,yes
34,admin.,single,tertiary,yes,no,yes
46,blue-collar,divorced,primary,yes,no,yes
47,technician,married,secondary,no,no,yes
39,admin.,single,secondary,yes,yes,yes
31,self-employed,single,tertiary,no,no,yes
41,management,single,tertiary,no,no,yes
59,management,married,tertiary,no,no,yes
39,management,divorced,tertiary,no,no,yes
48,housemaid,married,primary,no,no,yes
50,admin.,married,secondary,no,no,yes
31,admin.,single,secondary,yes,no,yes
30,services,single,secondary,yes,no,yes
31,management,married,secondary,yes,no,yes
30,technician,married,secondary,yes,no,yes
34,blue-collar,single,secondary,yes,no,yes
